State,County,ANSI,Ag District,Ag District Code,Year,Total Class 2a Tillable Acres,Total Estimated Value,Estimated Value Per Acre
MINNESOTA,STEELE,27147,SOUTH CENTRAL,80,2022,205480,1466184900,7135
MINNESOTA,STEELE,27147,SOUTH CENTRAL,80,2023,206505,2171580200,10515
MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2010,307895,874640200,2840
MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2011,307771,940431900,3055
MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2012,307960,1132716300,3678
MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2013,307913,1372331500,4456
MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2014,307887,1743475500,5662
MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2015,307395,1864614700,6065
MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2016,307369,1806206400,5876
MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2017,307233,1781148400,5797
MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2018,307200,1759572400,5727
MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2019,292390,1752151600,5992
MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2020,292213,1610471900,5511
MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2021,292227,1610510700,5511
MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2022,292200,1610370400,5511
MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2023,292069,1851124400,6337
MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2010,389686,1177255700,3021
MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2011,389530,1299208700,3335
MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2012,389558,1509936400,3876
MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2013,389035,2008102100,5161
MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2014,388857,2332552700,5998
MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2015,388819,2371292900,6098
MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2016,388349,2170111100,5588
MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2017,377402,2175700400,5764
MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2018,377412,2175686000,5764
MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2019,377417,2082154200,5516
MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2020,376922,2080122000,5518
MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2021,376710,1976841500,5247
MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2022,376328,2376496100,6314
MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2023,375341,2772774900,7387
MINNESOTA,TODD,27153,CENTRAL,50,2010,245726,392487382,1597
MINNESOTA,TODD,27153,CENTRAL,50,2011,246992,375777030,1521
MINNESOTA,TODD,27153,CENTRAL,50,2012,247017,378919919,1533
MINNESOTA,TODD,27153,CENTRAL,50,2013,246133,423261236,1719
MINNESOTA,TODD,27153,CENTRAL,50,2014,244910,503192909,2054
MINNESOTA,TODD,27153,CENTRAL,50,2015,243740,483445918,1983
MINNESOTA,TODD,27153,CENTRAL,50,2016,242373,492472995,2031
MINNESOTA,TODD,27153,CENTRAL,50,2017,241249,485432300,2012
MINNESOTA,TODD,27153,CENTRAL,50,2018,240702,486376400,2020
MINNESOTA,TODD,27153,CENTRAL,50,2019,240185,555791400,2314
MINNESOTA,TODD,27153,CENTRAL,50,2020,238142,565981200,2376
MINNESOTA,TODD,27153,CENTRAL,50,2021,237480,570863600,2403
MINNESOTA,TODD,27153,CENTRAL,50,2022,236762,683450300,2886
MINNESOTA,TODD,27153,CENTRAL,50,2023,235994,864520400,3663
MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2010,333590,998055011,2991
MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2011,333643,998534348,2992
MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2012,333658,1202151444,3602
MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2013,333618,1445376640,4332
MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2014,333753,1924097844,5765
MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2015,333427,2208101580,6622
MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2016,333329,1721137600,5163
MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2017,332809,1718672500,5164
MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2018,332792,1718654500,5164
MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2019,332648,1787938800,5374
MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2020,331753,1779143600,5362
MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2021,329425,1610356300,4888
MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2022,329228,1778712300,5402
MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2023,329067,2038359500,6194
MINNESOTA,WABASHA,27157,SOUTHEAST,90,2010,215586,724796783,3361
MINNESOTA,WABASHA,27157,SOUTHEAST,90,2011,213655,759681380,3555
MINNESOTA,WABASHA,27157,SOUTHEAST,90,2012,212731,883019628,4150
MINNESOTA,WABASHA,27157,SOUTHEAST,90,2013,211207,1056854548,5003
MINNESOTA,WABASHA,27157,SOUTHEAST,90,2014,209167,1150468265,5500
MINNESOTA,WABASHA,27157,SOUTHEAST,90,2015,207956,1145148807,5506
MINNESOTA,WABASHA,27157,SOUTHEAST,90,2016,206894,1141510325,5517
MINNESOTA,WABASHA,27157,SOUTHEAST,90,2017,202236,1122308205,5549
MINNESOTA,WABASHA,27157,SOUTHEAST,90,2018,198893,1146976100,5766
MINNESOTA,WABASHA,27157,SOUTHEAST,90,2019,194515,1139263884,5856
MINNESOTA,WABASHA,27157,SOUTHEAST,90,2020,190950,1137515600,5957
MINNESOTA,WABASHA,27157,SOUTHEAST,90,2021,186708,1085133929,5811
MINNESOTA,WABASHA,27157,SOUTHEAST,90,2022,186331,1243469800,6673
MINNESOTA,WABASHA,27157,SOUTHEAST,90,2023,185896,1554609500,8362
MINNESOTA,WADENA,27159,CENTRAL,50,2010,94535,133101761,1407
MINNESOTA,WADENA,27159,CENTRAL,50,2011,89021,132080628,1483
MINNESOTA,WADENA,27159,CENTRAL,50,2012,85434,136352455,1595
MINNESOTA,WADENA,27159,CENTRAL,50,2013,84965,135700252,1597
MINNESOTA,WADENA,27159,CENTRAL,50,2014,85999,163674013,1903
MINNESOTA,WADENA,27159,CENTRAL,50,2015,85538,154618249,1807
MINNESOTA,WADENA,27159,CENTRAL,50,2016,84729,149780285,1767
MINNESOTA,WADENA,27159,CENTRAL,50,2017,84241,166753800,1979
MINNESOTA,WADENA,27159,CENTRAL,50,2018,84265,167057900,1982
MINNESOTA,WADENA,27159,CENTRAL,50,2019,85028,168403100,1980
MINNESOTA,WADENA,27159,CENTRAL,50,2020,85377,169265100,1982
MINNESOTA,WADENA,27159,CENTRAL,50,2021,85380,170034000,1991
MINNESOTA,WADENA,27159,CENTRAL,50,2022,84648,204405300,2414
MINNESOTA,WADENA,27159,CENTRAL,50,2023,84815,215545400,2541
MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2010,234938,1022227691,4351
MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2011,235412,1076374111,4572
MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2012,235254,1218215679,5178
MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2013,232995,1604662601,6887
MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2014,232388,1919807691,8261
MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2015,229257,1634269750,7128
MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2016,226802,1633985011,7204
MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2017,225722,1571186958,6960
MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2018,224988,1604187200,7130
MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2019,223604,1595316717,7134
MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2020,222623,1517234200,6815
MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2021,221282,1508270923,6816
MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2022,218876,1563545900,7143
MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2023,218275,2367417400,10846
MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2010,53992,734484000,13603
MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2011,53930,660991100,12256
MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2012,53786,631231700,11735
MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2013,53668,634369200,11820
MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2014,53424,737144400,13798
MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2015,53547,742560800,13867
MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2016,52593,717455200,13641
MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2017,52257,742579300,14210
MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2018,51376,730064500,14210
MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2019,50382,703563200,13964
MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2020,49753,711374800,14298
MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2021,49244,668539100,13576
MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2022,48367,762948300,15774
MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2023,47502,786360000,16554
MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2010,242934,1006462876,4142
MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2011,242707,1057235786,4356
MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2012,242500,1320403263,5444
MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2013,242308,1923486885,7938
MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2014,242263,1924374078,7943
MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2015,242198,1923817228,7943
MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2016,242098,1742239807,7196
MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2017,241805,1589141523,6571
MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2018,241708,1565794500,6478
MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2019,241560,1713438255,7093
MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2020,241211,1699277500,7044
MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2021,241038,1600348637,6639
MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2022,240225,1833253600,7631
MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2023,239845,2566009400,10698
MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2010,426867,1140941609,2672
MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2011,426415,1168900073,2741
MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2012,426199,1252007385,2937
MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2013,426596,1660281247,3891
MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2014,426427,2186708659,5127
MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2015,425025,2149614300,5057
MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2016,422636,1710194459,4046
MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2017,420374,1700859100,4046
MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2018,421181,1703793700,4045
MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2019,421169,1676959700,3981
MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2020,420614,1677232800,3987
MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2021,409374,1598792500,3905
MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2022,409695,1735430400,4235
MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2023,409335,2448308500,5981
MINNESOTA,WINONA,27169,SOUTHEAST,90,2010,170595,589023884,3452
MINNESOTA,WINONA,27169,SOUTHEAST,90,2011,172302,621040155,3604
MINNESOTA,WINONA,27169,SOUTHEAST,90,2012,172609,688658883,3989
MINNESOTA,WINONA,27169,SOUTHEAST,90,2013,173771,992132383,5709
MINNESOTA,WINONA,27169,SOUTHEAST,90,2014,174223,1146002367,6577
MINNESOTA,WINONA,27169,SOUTHEAST,90,2015,174130,1145654142,6579
MINNESOTA,WINONA,27169,SOUTHEAST,90,2016,174108,1088915518,6254
MINNESOTA,WINONA,27169,SOUTHEAST,90,2017,174112,1087712562,6247
MINNESOTA,WINONA,27169,SOUTHEAST,90,2018,174255,1087577700,6241
MINNESOTA,WINONA,27169,SOUTHEAST,90,2019,174305,1140281667,6541
MINNESOTA,WINONA,27169,SOUTHEAST,90,2020,174546,1083113600,6205
MINNESOTA,WINONA,27169,SOUTHEAST,90,2021,174582,1084953080,6214
MINNESOTA,WINONA,27169,SOUTHEAST,90,2022,174580,1196974100,6856
MINNESOTA,WINONA,27169,SOUTHEAST,90,2023,174539,1317681600,7549
MINNESOTA,WRIGHT,27171,CENTRAL,50,2010,201552,1154472898,5727
MINNESOTA,WRIGHT,27171,CENTRAL,50,2011,199747,1026852062,5140
MINNESOTA,WRIGHT,27171,CENTRAL,50,2012,199392,1037688937,5204
MINNESOTA,WRIGHT,27171,CENTRAL,50,2013,198421,1127255675,5681
MINNESOTA,WRIGHT,27171,CENTRAL,50,2014,198409,1270694614,6404
MINNESOTA,WRIGHT,27171,CENTRAL,50,2015,197326,1261534926,6393
MINNESOTA,WRIGHT,27171,CENTRAL,50,2016,196431,1251666119,6372
MINNESOTA,WRIGHT,27171,CENTRAL,50,2017,194315,1241180922,6387
MINNESOTA,WRIGHT,27171,CENTRAL,50,2018,193014,1272242100,6591
MINNESOTA,WRIGHT,27171,CENTRAL,50,2019,191541,1273623253,6649
MINNESOTA,WRIGHT,27171,CENTRAL,50,2020,189990,1281069300,6742
MINNESOTA,WRIGHT,27171,CENTRAL,50,2021,187694,1320098034,7033
MINNESOTA,WRIGHT,27171,CENTRAL,50,2022,185886,1448161600,7790
MINNESOTA,WRIGHT,27171,CENTRAL,50,2023,184601,1842806200,9982
MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2010,394274,1434766500,3639
MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2011,394247,1562272800,3962
MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2012,394258,1917554900,4863
MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2013,394304,2612206000,6624
MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2014,394394,2890919200,7330
MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2015,393782,2600676600,6604
MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2016,393618,2448312700,6220
MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2017,393468,2291681500,5824
MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2018,392288,2244458100,5721
MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2019,391040,2246060000,5743
MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2020,390981,2245705400,5743
MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2021,390193,2241432700,5744
MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2022,389905,2517271200,6456
MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2023,389939,3808665100,9767
